Trip_ID,System_prompt,User_prompt,Review_score
2133,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip.","Write a 2-sentence customer review of a travel agency experience. The trip was to Johannesburg, South Africa and started on 2025-11-21. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The destination is less popular and should be described as a 'hidden gem' or uniquely enjoyable. The trip was booked close to the travel date, causing delays in communication. The tone and content should naturally reflect these details without explicitly listing them.",5.8
5748,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are a younger traveler and are more price-sensitive, expecting good value for the cost.","Write a 2-sentence customer review of a travel agency experience. The trip was to Santiago, Chile and started on 2023-03-12. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel negative. The tone and content should naturally reflect these details without explicitly listing them.",3.4
2111,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are middle-aged and tend to be less tolerant of excessive back-and-forth communication.","Write a 2-sentence customer review of a travel agency experience. The trip was to Paris, France and started on 2022-12-01. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The trip involved a large group, and there were frustrations around coordinating passports and traveler information. The cost felt high for the value provided, contributing to a less satisfied experience. The tone and content should naturally reflect these details without explicitly listing them.",6.5
4180,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip.","Write a 4-sentence customer review of a travel agency experience. The trip was to Cairo, Egypt and started on 2022-08-08. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The destination is less popular and should be described as a 'hidden gem' or uniquely enjoyable. You've been trying to eat healthier but it's been a struggle. The tone and content should naturally reflect these details without explicitly listing them.",6.8
2068,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip.","Write a 1-sentence customer review of a travel agency experience. The trip was to Barcelona, Spain and started on 2021-11-05. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. You've been trying to eat healthier but it's been a struggle. The tone and content should naturally reflect these details without explicitly listing them.",6.1
3772,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip.","Write a 4-sentence customer review of a travel agency experience. The trip was to New Delhi, India and started on 2025-07-13. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The tone and content should naturally reflect these details without explicitly listing them.",6.1
9285,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are a repeat customer and generally have a positive tone.","Write a 4-sentence customer review of a travel agency experience. The trip was to Cape Town, South Africa and started on 2021-09-21. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel negative. The trip involved a large group, and there were frustrations around coordinating passports and traveler information. You've been trying to eat healthier but it's been a struggle. The tone and content should naturally reflect these details without explicitly listing them.",5.0
3751,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are a repeat customer and generally have a positive tone.","Write a 1-sentence customer review of a travel agency experience. The trip was to Reykjavik, Iceland and started on 2023-05-24. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The trip was booked close to the travel date, causing delays in communication. The tone and content should naturally reflect these details without explicitly listing them.",5.4
1595,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are a repeat customer and generally have a positive tone.","Write a 3-sentence customer review of a travel agency experience. The trip was to Bali, Indonesia and started on 10/15/2025. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The tone and content should naturally reflect these details without explicitly listing them.",5.0
5495,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are a younger traveler and are more price-sensitive, expecting good value for the cost.","Write a 3-sentence customer review of a travel agency experience. The trip was to Tokyo ( Japan and started on 11/08/2024. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The tone and content should naturally reflect these details without explicitly listing them.",6.1
3060,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip.","Write a 3-sentence customer review of a travel agency experience. The trip was to Barcelona, Spain and started on 2022-08-24. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The destination was more crowded than anticipated, which made it difficult to enjoy popular attractions. The tone and content should naturally reflect these details without explicitly listing them.",6.8
9503,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are a repeat customer and generally have a positive tone.","Write a 3-sentence customer review of a travel agency experience. The trip was to Bali, Indonesia and started on 2026-03-07. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The destination is less popular and should be described as a 'hidden gem' or uniquely enjoyable. The tone and content should naturally reflect these details without explicitly listing them.",6.2
5179,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip.","Write a 2-sentence customer review of a travel agency experience. The trip was to Marrakech, Morocco and started on 2022-09-09. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel negative. The tone and content should naturally reflect these details without explicitly listing them.",4.6
6996,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip.","Write a 1-sentence customer review of a travel agency experience. The trip was to New Delhi, India and started on 2025-11-14. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. Your boss has been a real pain at work. The tone and content should naturally reflect these details without explicitly listing them.",6.1
5286,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are a repeat customer and generally have a positive tone.","Write a 3-sentence customer review of a travel agency experience. The trip was to Paris, France and started on 2022-05-01. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The trip was booked close to the travel date, causing delays in communication. The local currency exchange rates were favorable during the trip, which was a pleasant surprise. The tone and content should naturally reflect these details without explicitly listing them.",6.1
7937,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are a repeat customer and generally have a positive tone.","Write a 4-sentence customer review of a travel agency experience. The trip was to Marrakech, Morocco and started on 2024-04-20. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The destination is less popular and should be described as a 'hidden gem' or uniquely enjoyable. The tone and content should naturally reflect these details without explicitly listing them.",6.1
9596,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are a repeat customer and generally have a positive tone.","Write a 3-sentence customer review of a travel agency experience. The trip was to Bali, Indonesia and started on 2023-12-28. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The tone and content should naturally reflect these details without explicitly listing them.",5.8
5437,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are a repeat customer and generally have a positive tone.","Write a 1-sentence customer review of a travel agency experience. The trip was to Bali, Indonesia and started on 2024-11-29. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The destination is less popular and should be described as a 'hidden gem' or uniquely enjoyable. The trip involved a large group, and there were frustrations around coordinating passports and traveler information. The cost felt high for the value provided, contributing to a less satisfied experience. You've been really getting into non-fiction literature lately. The tone and content should naturally reflect these details without explicitly listing them.",6.5
3810,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are a repeat customer and generally have a positive tone.","Write a 1-sentence customer review of a travel agency experience. The trip was to Rome, Italy and started on 2021-08-04. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel negative. The tone and content should naturally reflect these details without explicitly listing them.",4.0
2585,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are a repeat customer and generally have a positive tone.","Write a 4-sentence customer review of a travel agency experience. The trip was to Rome, Italy and started on 2021-07-01. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The cost felt high for the value provided, contributing to a less satisfied experience. The local tour guide recommended by the agency was unprofessional and detracted from the sightseeing experience. The tone and content should naturally reflect these details without explicitly listing them.",5.6
2681,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are a repeat customer and generally have a positive tone.","Write a 3-sentence customer review of a travel agency experience. The trip was to Reykjavik;  Iceland and started on 2026-02-16. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The trip involved a large group, and there were frustrations around coordinating passports and traveler information. The tone and content should naturally reflect these details without explicitly listing them.",5.7
6199,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are a repeat customer and generally have a positive tone.","Write a 1-sentence customer review of a travel agency experience. The trip was to Barcelona, Spain and started on 12/21/2025. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The food recommendations provided by the agency were fantastic and enhanced the trip experience. The tone and content should naturally reflect these details without explicitly listing them.",6.3
6991,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip.","Write a 4-sentence customer review of a travel agency experience. The trip was to Tokyo ( Japan and started on 2025-03-31. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The trip was booked close to the travel date, causing delays in communication. The cost felt high for the value provided, contributing to a less satisfied experience. The weather at the destination was unexpectedly bad, which impacted outdoor plans and overall enjoyment. The tone and content should naturally reflect these details without explicitly listing them.",5.8
1961,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip.","Write a 2-sentence customer review of a travel agency experience. The trip was to Lima, Peru and started on 08/31/2023. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel negative. The trip was booked close to the travel date, causing delays in communication. The destination was more crowded than anticipated, which made it difficult to enjoy popular attractions. The tone and content should naturally reflect these details without explicitly listing them.",4.9
3598,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are a repeat customer and generally have a positive tone.","Write a 3-sentence customer review of a travel agency experience. The trip was to New Delhi, India and started on 2024-08-10. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The destination is less popular and should be described as a 'hidden gem' or uniquely enjoyable. The trip was booked close to the travel date, causing delays in communication. The tone and content should naturally reflect these details without explicitly listing them.",7.1
2945,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are middle-aged and tend to be less tolerant of excessive back-and-forth communication. You are a repeat customer and generally have a positive tone.","Write a 1-sentence customer review of a travel agency experience. The trip was to Tokyo, Japan and started on 2023-04-21. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The cost felt high for the value provided, contributing to a less satisfied experience. The local tour guide recommended by the agency was knowledgeable and made the sightseeing experience much more enjoyable. The tone and content should naturally reflect these details without explicitly listing them.",5.8
8208,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip.","Write a 1-sentence customer review of a travel agency experience. The trip was to Rome, Italy and started on 2024-12-22. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel negative. The tone and content should naturally reflect these details without explicitly listing them.",4.6
1204,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are a repeat customer and generally have a positive tone.","Write a 1-sentence customer review of a travel agency experience. The trip was to Rome, Italy and started on 2022-07-26. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel negative. The local currency exchange rates were favorable during the trip, which was a pleasant surprise. The tone and content should naturally reflect these details without explicitly listing them.",5.0
8527,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are middle-aged and tend to be less tolerant of excessive back-and-forth communication.","Write a 1-sentence customer review of a travel agency experience. The trip was to Bangkok, Thailand and started on 2026-02-26. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The cost felt high for the value provided, contributing to a less satisfied experience. The tone and content should naturally reflect these details without explicitly listing them.",6.6
2410,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip.","Write a 1-sentence customer review of a travel agency experience. The trip was to Tokyo, Japan and started on 03/27/2022. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The cost felt high for the value provided, contributing to a less satisfied experience. The tone and content should naturally reflect these details without explicitly listing them.",6.2
1562,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip.","Write a 2-sentence customer review of a travel agency experience. The trip was to Bangkok, Thailand and started on 2024-03-09. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The cost felt high for the value provided, contributing to a less satisfied experience. The destination was more crowded than anticipated, which made it difficult to enjoy popular attractions. The tone and content should naturally reflect these details without explicitly listing them.",5.7
5224,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are a repeat customer and generally have a positive tone.","Write a 1-sentence customer review of a travel agency experience. The trip was to Barcelona, Spain and started on 2021-05-28. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The tone and content should naturally reflect these details without explicitly listing them.",5.7
7282,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip.","Write a 3-sentence customer review of a travel agency experience. The trip was to Paris, France and started on 2022-03-16. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The trip was booked close to the travel date, causing delays in communication. The cost felt high for the value provided, contributing to a less satisfied experience. The accommodation booked by the agency was subpar and detracted from the overall enjoyment of the trip. The tone and content should naturally reflect these details without explicitly listing them.",6.4
6946,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip.","Write a 1-sentence customer review of a travel agency experience. The trip was to Tokyo, Japan and started on 2025-11-21. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel negative. The tone and content should naturally reflect these details without explicitly listing them.",4.8
8387,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip.","Write a 2-sentence customer review of a travel agency experience. The trip was to Reykjavik, Iceland and started on 2023-02-07. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. You've been really getting into non-fiction literature lately. The tone and content should naturally reflect these details without explicitly listing them.",6.1
2747,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are a repeat customer and generally have a positive tone.","Write a 4-sentence customer review of a travel agency experience. The trip was to Bangkok, Thailand and started on 2024-07-03. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The agent's accent was hard to understand, which made communication frustrating. The tone and content should naturally reflect these details without explicitly listing them.",7.3
9165,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip.","Write a 1-sentence customer review of a travel agency experience. The trip was to Marrakech, Morocco and started on 2023-07-12. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel negative. The trip was booked close to the travel date, causing delays in communication. The cost felt high for the value provided, contributing to a less satisfied experience. The tone and content should naturally reflect these details without explicitly listing them.",3.8
3972,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are a repeat customer and generally have a positive tone.","Write a 4-sentence customer review of a travel agency experience. The trip was to Bali, Indonesia and started on 2024-06-25. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The food recommendations provided by the agency were fantastic and enhanced the trip experience. The tone and content should naturally reflect these details without explicitly listing them.",7.4
9972,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip.","Write a 4-sentence customer review of a travel agency experience. The trip was to Tokyo, Japan and started on 2023-07-07. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel negative. The destination was more crowded than anticipated, which made it difficult to enjoy popular attractions. The tone and content should naturally reflect these details without explicitly listing them.",4.9
5535,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are middle-aged and tend to be less tolerant of excessive back-and-forth communication. You are a repeat customer and generally have a positive tone.","Write a 2-sentence customer review of a travel agency experience. The trip was to Tokyo;  Japan and started on 2025-10-25. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel negative. The trip involved a large group, and there were frustrations around coordinating passports and traveler information. The trip was booked close to the travel date, causing delays in communication. The tone and content should naturally reflect these details without explicitly listing them.",4.4
2520,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip.","Write a 3-sentence customer review of a travel agency experience. The trip was to New Delhi, India and started on 2021-10-08. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The tone and content should naturally reflect these details without explicitly listing them.",6.6
4490,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip.","Write a 4-sentence customer review of a travel agency experience. The trip was to Bangkok, Thailand and started on 2025-08-25. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The cost felt high for the value provided, contributing to a less satisfied experience. You can't seem to find a good show to watch on TV these days. The tone and content should naturally reflect these details without explicitly listing them.",6.2
7900,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are a repeat customer and generally have a positive tone.","Write a 4-sentence customer review of a travel agency experience. The trip was to Cairo, Egypt and started on 2022-02-07. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The destination is less popular and should be described as a 'hidden gem' or uniquely enjoyable. The cost felt high for the value provided, contributing to a less satisfied experience. The tone and content should naturally reflect these details without explicitly listing them.",6.3
4874,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip.","Write a 4-sentence customer review of a travel agency experience. The trip was to Cairo, Egypt and started on 2022-05-02. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel negative. The cost felt high for the value provided, contributing to a less satisfied experience. The tone and content should naturally reflect these details without explicitly listing them.",3.5
7419,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are a younger traveler and are more price-sensitive, expecting good value for the cost.","Write a 2-sentence customer review of a travel agency experience. The trip was to Barcelona, Spain and started on 08/06/2021. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The tone and content should naturally reflect these details without explicitly listing them.",7.5
8757,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are a repeat customer and generally have a positive tone.","Write a 2-sentence customer review of a travel agency experience. The trip was to Johannesburg, South Africa and started on 2023-04-27. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The trip involved a large group, and there were frustrations around coordinating passports and traveler information. The cost felt high for the value provided, contributing to a less satisfied experience. The tone and content should naturally reflect these details without explicitly listing them.",7.3
6350,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are a repeat customer and generally have a positive tone.","Write a 1-sentence customer review of a travel agency experience. The trip was to Paris, France and started on 2024-01-09. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The tone and content should naturally reflect these details without explicitly listing them.",7.7
7059,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are a repeat customer and generally have a positive tone.","Write a 1-sentence customer review of a travel agency experience. The trip was to Bangkok, Thailand and started on 2023-08-06. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The cost felt high for the value provided, contributing to a less satisfied experience. The locals were rude and unhelpful, which negatively impacted the overall experience of the trip. The tone and content should naturally reflect these details without explicitly listing them.",6.9
5553,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip.","Write a 2-sentence customer review of a travel agency experience. The trip was to Tokyo, Japan and started on 2023-06-26. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The trip was booked close to the travel date, causing delays in communication. The cost felt high for the value provided, contributing to a less satisfied experience. The accommodation booked by the agency was subpar and detracted from the overall enjoyment of the trip. The tone and content should naturally reflect these details without explicitly listing them.",6.2
2018,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are a repeat customer and generally have a positive tone.","Write a 3-sentence customer review of a travel agency experience. The trip was to Bangkok, Thailand and started on 2024-12-31. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The trip was booked close to the travel date, causing delays in communication. The transportation arrangements were comfortable and reliable, making the travel experience smooth. Your football team has been doing really well this season. The tone and content should naturally reflect these details without explicitly listing them.",6.3
4732,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip.","Write a 1-sentence customer review of a travel agency experience. The trip was to Paris ( France and started on 08/22/2021. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. Your boss has been a real pain at work. The tone and content should naturally reflect these details without explicitly listing them.",6.0
9971,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are a repeat customer and generally have a positive tone.","Write a 3-sentence customer review of a travel agency experience. The trip was to Bangkok, Thailand and started on 2025-09-25. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The tone and content should naturally reflect these details without explicitly listing them.",7.8
6285,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip.","Write a 1-sentence customer review of a travel agency experience. The trip was to Bali, Indonesia and started on 2023-01-01. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The accommodation booked by the agency was subpar and detracted from the overall enjoyment of the trip. The tone and content should naturally reflect these details without explicitly listing them.",5.1
5806,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip.","Write a 1-sentence customer review of a travel agency experience. The trip was to Bangkok, Thailand and started on 2024-07-22. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The local tour guide recommended by the agency was knowledgeable and made the sightseeing experience much more enjoyable. The tone and content should naturally reflect these details without explicitly listing them.",6.9
4498,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip.","Write a 4-sentence customer review of a travel agency experience. The trip was to Johannesburg, South Africa and started on 2021-09-30. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel negative. Your neighbor Daniel is a real asshole, isn't he? The tone and content should naturally reflect these details without explicitly listing them.",4.9
1188,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are a repeat customer and generally have a positive tone.","Write a 2-sentence customer review of a travel agency experience. The trip was to Bali, Indonesia and started on 2025-12-24. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The destination is less popular and should be described as a 'hidden gem' or uniquely enjoyable. The trip was booked close to the travel date, causing delays in communication. The cost felt high for the value provided, contributing to a less satisfied experience. The tone and content should naturally reflect these details without explicitly listing them.",6.8
1710,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are a repeat customer and generally have a positive tone.","Write a 1-sentence customer review of a travel agency experience. The trip was to Paris, France and started on 2022-07-25. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The tone and content should naturally reflect these details without explicitly listing them.",7.6
1098,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip.","Write a 4-sentence customer review of a travel agency experience. The trip was to Barcelona, Spain and started on 2024-08-23. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. You can't seem to find a good show to watch on TV these days. The tone and content should naturally reflect these details without explicitly listing them.",6.7
1518,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip.","Write a 1-sentence customer review of a travel agency experience. The trip was to Santiago, Chile and started on 2023-04-15. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The weather at the destination was unexpectedly bad, which impacted outdoor plans and overall enjoyment. The tone and content should naturally reflect these details without explicitly listing them.",6.8
6405,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are middle-aged and tend to be less tolerant of excessive back-and-forth communication.","Write a 1-sentence customer review of a travel agency experience. The trip was to Tokyo, Japan and started on 2022-05-27. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The tone and content should naturally reflect these details without explicitly listing them.",3.0
8090,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are a repeat customer and generally have a positive tone.","Write a 1-sentence customer review of a travel agency experience. The trip was to Cairo, Egypt and started on 2026-04-14. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The destination is less popular and should be described as a 'hidden gem' or uniquely enjoyable. You've been really getting into non-fiction literature lately. The tone and content should naturally reflect these details without explicitly listing them.",5.7
7050,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are a repeat customer and generally have a positive tone.","Write a 2-sentence customer review of a travel agency experience. The trip was to Cairo, Egypt and started on 2024-07-27. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The cost felt high for the value provided, contributing to a less satisfied experience. The check-in process was lengthy and inefficient, causing delays in settling into the accommodation. The tone and content should naturally reflect these details without explicitly listing them.",5.9
2727,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are a repeat customer and generally have a positive tone.","Write a 3-sentence customer review of a travel agency experience. The trip was to Bangkok ( Thailand and started on 2022-05-19. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel negative. The tone and content should naturally reflect these details without explicitly listing them.",5.0
2683,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip.","Write a 3-sentence customer review of a travel agency experience. The trip was to Reykjavik, Iceland and started on 2024-06-18. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The destination is less popular and should be described as a 'hidden gem' or uniquely enjoyable. The tone and content should naturally reflect these details without explicitly listing them.",6.1
3925,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip.","Write a 1-sentence customer review of a travel agency experience. The trip was to Cape Town, South Africa and started on 2022-08-02. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel negative. The cost felt high for the value provided, contributing to a less satisfied experience. Your boss has been a real pain at work. The tone and content should naturally reflect these details without explicitly listing them.",5.0
4630,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are a repeat customer and generally have a positive tone.","Write a 1-sentence customer review of a travel agency experience. The trip was to New Delhi, India and started on 2024-02-18. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The destination is less popular and should be described as a 'hidden gem' or uniquely enjoyable. The trip was booked close to the travel date, causing delays in communication. The cost felt high for the value provided, contributing to a less satisfied experience. The tone and content should naturally reflect these details without explicitly listing them.",6.6
