Trip_ID,TransactionMonth,Destination,Start_date,End_date,Number_of_travelers,Client_ID,Client_age_range,Client_gender,Referral_source,Client_credit_card,Client_nationality,Client_age,Client_rank,Time_of_first_call,Accommodation_type,Transportation_cost,Accommodation_cost,Tours_cost,Insurance_cost,Agency_fee,Agency_hours,On_call_hours,Associates_involved,Internal_service_failures
4736,2024-11,"New Delhi, India",2025-03-05,2025-03-14,6.0,1828.0,36-50,F,Search Engine,Amex,Mexico,44.0,Frequent,Afternoon,,3744.3,22680.0,119.75,100.0,846.51,21.72,14.6,1.0,0.0
4737,2025-03,"Paris, France",2025-05-25,2025-06-03,1.0,785.0,36-50,M,Online Ad,Discover,Canada,50.0,na,Morning,Luxury,474.43,5130.0,168.99,100.0,537.9,8.7,3.9,0.0,
4738,2022-11,"Barcelona, Spain",2023-01-09,2023-01-14,4.0,735.0,18-25,M,Online Ad,MasterCard,Poland,23.0,na,Evening,Standard,2352.82,4320.0,105.89,100.0,1054.95,13.03,,0.0,0.0
4739,2023-10,"Bangkok, Thailand",2024-03-17,2024-03-29,4.0,217.0,51+,M,Other,,UK,66.0,Frequent Traveler,Evening,Budget,2245.55,4200.0,116.23,100.0,720.8,15.29,11.43,0.0,
4740,2022-04,"Lima, Peru",2022-06-23,2022-07-02,3.0,,36-50,M,Online Ad,Visa,Canada,45.0,na,Afternoon,Budget,1589.96,1755.0,104.45,100.0,1096.52,13.68,5.89,0.0,
4741,2023-05,"Bangkok, Thailand",2023-09-26,2023-10-07,3.0,3640.0,18-25,M,Search Engine,Amex,Japan,25.0,frequent,Morning,Budget,1535.11,2887.5,115.56,100.0,1049.48,8.63,3.06,1.0,
4742,2025-10,"Tokyo, Japan",2025-12-04,2025-12-18,1.0,4390.0,51+,M,Search Engine,MasterCard,China,60.0,na,Morning,Standard,428.38,2856.0,85.66,100.0,621.5,8.95,,2.0,1.0
4743,2021-10,"Cape Town, South Africa",2021-12-13,2021-12-18,2.0,388.0,36-50,F,Friend/Family,MasterCard,India,48.0,frequent,Morning,Standard,1080.5,1680.0,102.43,100.0,1070.45,12.49,6.89,0.0,0.0
4744,2021-07,"Barcelona, Spain",2021-08-12,2021-08-22,4.0,2353.0,26-35,F,Search Engine,MasterCard,Brazil,26.0,Frequent,Morning,Budget,2073.86,3600.0,109.23,100.0,1141.02,12.29,,0.0,1.0
4745,2023-04,"Bangkok, Thailand",2023-05-30,2023-06-13,2.0,4579.0,36-50,M,Search Engine,,USA,39.0,na,Evening,Budget,1173.65,2450.0,85.37,100.0,807.88,7.34,3.56,,0.0
4746,2021-11,"Johannesburg, South Africa",2022-04-15,2022-04-25,3.0,3104.0,18-25,F,Other,Amex,USA,,na,Morning,Budget,2443.31,1980.0,68.63,100.0,1425.82,12.98,5.61,0.0,0.0
4747,2023-06,"Bangkok, Thailand",2023-10-31,2023-11-14,4.0,2284.0,36-50,F,Online Ad,MasterCard,Brazil,37.0,frequent,Evening,Luxury,1470.81,29400.0,161.97,100.0,837.13,12.81,6.25,0.0,
4748,2024-03,"Marrakech, Morocco",2024-05-29,2024-06-12,2.0,2378.0,51+,F,,MasterCard,Indonesia,62.0,Frequent Traveler,Evening,Budget,1235.68,1890.0,42.4,100.0,880.93,13.64,7.91,0.0,
4749,2023-12,"Santiago, Chile",2024-02-19,2024-02-23,1.0,,26-35,M,Search Engine,Visa,Spain,30.0,na,Evening,Luxury,740.5,1536.0,144.47,100.0,1256.18,12.86,5.09,1.0,0.0
4750,2021-04,"Bangkok, Thailand",2021-08-17,2021-08-22,,1260.0,26-35,F,Online Ad,Visa,USA,29.0,VIP,Afternoon,Luxury,1151.21,5250.0,149.59,100.0,1169.55,10.44,,,0.0
4751,2022-04,"Bangkok, Thailand",06/27/2022,2022-07-10,6.0,241.0,36-50,F,Friend/Family,MasterCard,South Korea,49.0,frequent,Morning,Budget,4349.67,6825.0,81.05,100.0,862.96,17.01,9.66,,0.0
4752,2023-08,"New Delhi, India",2023-09-10,2023-09-13,8.0,3975.0,51+,F,Search Engine,Visa,France,53.0,na,Morning,Budget,5008.57,1680.0,79.87,100.0,861.44,29.09,31.54,1.0,0.0
4753,2022-09,"Cape Town, South Africa",2023-02-28,2023-03-05,1.0,2268.0,26-35,F,Friend/Family,MasterCard,USA,26.0,na,Afternoon,Budget,568.32,350.0,91.4,41.1,1224.02,11.64,5.27,0.0,0.0
4754,2021-03,"Rome, Italy",2021-06-25,2021-07-03,6.0,1875.0,36-50,M,Social Media,Visa,Greece,44.0,na,Evening,Budget,3273.28,4440.0,103.58,100.0,901.84,14.95,,2.0,0.0
4755,2022-04,"Tokyo, Japan",2022-09-10,2022-09-13,4.0,3618.0,51+,F,Search Engine,MasterCard,France,52.0,na,Evening,Standard,1959.23,2448.0,117.7,100.0,831.96,13.26,8.4,0.0,
4756,2023-07,"Cairo, Egypt",2023-12-22,2023-12-31,3.0,1403.0,18-25,F,Online Ad,Visa,USA,25.0,frequent,Morning,Budget,1940.47,1755.0,101.68,100.0,1209.8,13.95,7.0,0.0,0.0
4757,2024-06,"Bali, Indonesia",2024-08-20,2024-09-03,6.0,3.0,36-50,F,Online Ad,Visa,Venezuela,46.0,na,Afternoon,Luxury,4175.48,37800.0,137.56,100.0,905.93,20.09,13.3,0.0,0.0
4758,2021-01,"Tokyo, Japan",2021-02-07,2021-02-12,3.0,2599.0,36-50,F,Other,MasterCard,USA,49.0,na,Afternoon,Luxury,1350.22,7650.0,145.11,100.0,1046.7,8.89,7.53,0.0,0.0
4759,2024-09,"Santiago, Chile",2024-11-25,2024-11-28,,3908.0,36-50,M,Search Engine,Amex,Brazil,43.0,na,Evening,Standard,2039.27,1382.4,102.26,100.0,935.72,14.29,7.16,,0.0
4760,2022-03,Tokyo ( Japan,2022-08-25,2022-09-04,,1972.0,18-25,F,Online Ad,,Romania,,Frequent,Morning,Standard,559.69,2040.0,80.05,100.0,1146.42,10.43,,0.0,0.0
4761,2023-01,"Barcelona, Spain",2023-05-31,2023-06-09,1.0,2299.0,51+,F,,Visa,Ghana,55.0,na,Afternoon,Standard,696.74,1944.0,108.38,100.0,761.15,9.84,3.47,1.0,0.0
4762,2023-05,"Barcelona, Spain",2023-08-16,2023-08-27,7.0,3616.0,36-50,F,Other,Discover,Brazil,47.0,Frequent,Morning,Luxury,5370.94,41580.0,142.65,100.0,799.8,21.23,,,
4763,2022-10,"Santiago, Chile",2023-01-25,2023-02-05,1.0,3850.0,18-25,F,Search Engine,Visa,USA,20.0,na,Evening,Standard,789.53,1689.6,,,1361.1,10.65,,,0.0
4764,2023-01,"Marrakech, Morocco",2023-05-20,2023-05-30,8.0,610.0,51+,F,Other,Visa,Peru,52.0,na,Evening,Standard,6958.91,12960.0,120.27,100.0,955.93,29.44,,0.0,0.0
4765,2021-11,"Cape Town, South Africa",2022-03-11,2022-03-14,5.0,2169.0,51+,F,,MasterCard,Canada,58.0,frequent,Morning,Standard,3305.12,2520.0,111.17,100.0,990.16,18.32,11.77,0.0,
4766,2024-04,"Reykjavik, Iceland",2024-05-06,2024-05-18,2.0,917.0,51+,M,Search Engine,MasterCard,France,60.0,na,Evening,Standard,1357.47,4608.0,121.46,100.0,777.06,12.08,7.62,0.0,0.0
4767,2023-08,"Barcelona, Spain",2024-01-22,2024-01-26,5.0,,51+,M,Social Media,Visa,Japan,68.0,na,Evening,Luxury,2776.59,10800.0,143.99,100.0,688.91,16.8,10.06,,
4768,2023-04,"Tokyo, Japan",2023-06-25,2023-07-05,2.0,2737.0,51+,M,Search Engine,Visa,Chile,63.0,Frequent,Evening,Standard,1088.14,4080.0,138.42,100.0,770.61,10.26,5.83,,
4769,2023-03,"Rome, Italy",2023-05-05,2023-05-10,4.0,,18-25,F,Social Media,Discover,Portugal,23.0,na,Afternoon,Luxury,1757.71,11100.0,130.76,100.0,975.89,10.84,5.2,0.0,
4770,2024-04,"Tokyo, Japan",2024-07-04,2024-07-14,2.0,,18-25,F,Friend/Family,MasterCard,South Africa,24.0,frequent,Afternoon,Luxury,1050.82,10200.0,131.24,100.0,1010.36,8.85,3.51,0.0,
4771,2022-04,"Buenos Aires, Argentina",2022-08-26,2022-09-07,7.0,1814.0,36-50,F,Search Engine,Visa,Peru,,na,Morning,Standard,4451.96,12700.8,,100.0,1153.82,24.54,,0.0,0.0
4772,2021-09,"Cape Town, South Africa",2021-10-16,2021-10-20,1.0,45.0,36-50,F,Other,,Canada,38.0,Frequent Traveler,Evening,Luxury,582.22,1680.0,162.53,89.87,1148.17,9.89,5.42,,0.0
4773,2022-04,"Reykjavik, Iceland",2022-07-09,2022-07-19,5.0,1408.0,18-25,M,Friend/Family,,Colombia,25.0,na,Afternoon,,2700.99,9600.0,,100.0,1173.21,16.31,9.44,0.0,0.0
4774,2025-08,"Bali, Indonesia",12/14/2025,2025-12-21,7.0,3137.0,36-50,Other,Other,Visa,Colombia,36.0,na,Afternoon,Budget,3929.03,3675.0,107.77,100.0,760.98,22.49,12.76,,0.0
4775,2024-08,"Bali, Indonesia",2025-01-03,2025-01-11,3.0,4019.0,36-50,M,Social Media,Visa,Canada,49.0,frequent,Morning,Standard,1613.2,4320.0,101.58,100.0,821.46,14.66,8.14,0.0,0.0
4776,2023-04,"Lima, Peru",2023-09-22,2023-10-05,4.0,1533.0,51+,F,Social Media,Amex,Thailand,60.0,Frequent Traveler,Morning,Luxury,2820.71,20280.0,123.24,100.0,902.9,19.45,11.48,0.0,
4777,2023-02,"Santiago, Chile",2023-03-17,2023-03-31,2.0,719.0,26-35,M,Online Ad,,USA,30.0,V.I.P.,Evening,Standard,1613.71,4300.8,104.47,100.0,1276.24,13.5,,1.0,0.0
4778,2024-09,"Bangkok, Thailand",2024-10-29,2024-11-05,3.0,3170.0,51+,M,Friend/Family,Visa,Sweden,65.0,na,Evening,Standard,1526.51,4410.0,123.13,100.0,669.7,12.73,6.82,1.0,
4779,2023-03,"Lima, Peru",2023-05-16,2023-05-20,6.0,1693.0,51+,M,Search Engine,Visa,Brazil,69.0,Frequent,Morning,Budget,5207.51,1560.0,90.73,100.0,991.75,24.01,24.47,0.0,0.0
4780,2022-07,"New Delhi, India",2022-09-21,2022-09-25,1.0,4015.0,51+,M,Social Media,Visa,Japan,65.0,na,Afternoon,Luxury,634.55,1680.0,150.81,100.0,,12.99,8.06,0.0,
4781,2022-04,"Tokyo, Japan",2022-07-01,2022-07-15,8.0,885.0,51+,F,Online Ad,Amex,Poland,67.0,Frequent Traveler,Evening,Standard,3480.96,22848.0,77.57,100.0,814.88,28.32,19.95,0.0,
4782,2024-03,New Delhi;  India,2024-08-17,2024-08-30,3.0,3607.0,18-25,M,Friend/Family,,Brazil,19.0,frequent,,Budget,1900.18,2730.0,96.53,100.0,1204.98,11.46,5.38,,
4783,2021-12,"Lima, Peru",01/30/2022,2022-02-06,,1263.0,51+,F,Friend/Family,Visa,USA,57.0,Frequent Traveler,Afternoon,Standard,1414.82,2184.0,142.55,100.0,1080.34,14.81,6.72,1.0,
4784,2021-10,"Bali, Indonesia",2021-11-15,2021-11-21,1.0,982.0,36-50,F,Friend/Family,,France,45.0,frequent,Afternoon,Budget,534.79,450.0,84.52,42.88,1075.02,9.42,3.92,0.0,0.0
4785,2025-09,"Tokyo, Japan",2025-12-12,2025-12-25,6.0,2487.0,36-50,Other,Search Engine,MasterCard,Brazil,48.0,VIP,Morning,Standard,3036.62,15912.0,102.11,100.0,714.22,17.4,11.48,1.0,0.0
4786,2023-05,"Tokyo, Japan",2023-09-11,2023-09-19,5.0,1115.0,51+,M,Search Engine,Amex,Canada,61.0,Frequent,Morning,Standard,3211.04,8160.0,115.6,100.0,710.66,15.83,,1.0,0.0
4787,2023-02,"Bangkok, Thailand",2023-05-10,2023-05-14,2.0,,51+,F,Social Media,,Canada,68.0,na,Morning,Standard,893.13,1680.0,120.97,89.58,778.54,10.98,5.01,0.0,0.0
4788,2025-11,"Tokyo, Japan",2026-02-27,2026-03-06,1.0,4102.0,26-35,F,Friend/Family,Visa,Venezuela,30.0,Frequent,Afternoon,Standard,518.25,1428.0,123.23,71.33,834.99,8.81,3.1,,0.0
4789,2024-09,"Bali, Indonesia",2025-02-01,2025-02-06,5.0,3701.0,26-35,M,Online Ad,Visa,Canada,31.0,na,Afternoon,Standard,3436.35,4500.0,114.71,100.0,1042.64,18.35,,0.0,
4790,2021-01,"Rome, Italy",05/03/2021,2021-05-08,6.0,4063.0,36-50,F,Search Engine,Visa,Japan,48.0,na,Morning,Budget,4296.0,2775.0,68.26,100.0,878.33,15.64,9.33,,0.0
4791,2025-07,"Cape Town, South Africa",2025-12-19,2026-01-02,1.0,278.0,51+,M,Social Media,Visa,China,,na,Afternoon,,690.46,980.0,146.86,23.11,708.89,13.12,8.21,1.0,0.0
4792,2023-07,"Paris, France",09/10/2023,2023-09-15,1.0,,51+,F,Friend/Family,Visa,China,64.0,frequent,Morning,Standard,556.45,1140.0,65.42,100.0,641.08,8.16,2.84,,
4793,2022-09,"Tokyo, Japan",2022-10-08,2022-10-16,3.0,3397.0,51+,M,Friend/Family,Visa,France,65.0,na,Morning,Budget,1698.09,2040.0,102.65,100.0,817.61,12.96,7.98,,0.0
4794,2025-12,"Rome, Italy",2026-05-05,2026-05-09,3.0,888.0,36-50,M,Online Ad,Visa,Japan,47.0,frequent,Afternoon,,1407.97,2664.0,121.34,100.0,636.92,8.13,,0.0,
4795,2023-02,"Cape Town, South Africa",2023-06-06,2023-06-09,4.0,2199.0,26-35,F,,Amex,Canada,31.0,Frequent,Afternoon,Standard,3253.84,2016.0,114.85,100.0,1243.98,14.42,8.13,,0.0
4796,2022-10,"Marrakech, Morocco",2023-03-13,2023-03-23,3.0,1473.0,51+,M,,Visa,Romania,63.0,Frequent,Evening,Standard,2225.07,4860.0,90.33,100.0,1025.76,15.73,8.7,0.0,
4797,2021-05,"Paris, France",2021-09-08,2021-09-13,6.0,,26-35,F,,,Indonesia,,frequent,Evening,Budget,2784.91,2850.0,93.68,,,15.17,9.17,0.0,
4798,2021-06,"Paris, France",2021-10-13,2021-10-24,4.0,4644.0,51+,M,Search Engine,MasterCard,Sweden,52.0,frequent,Morning,Luxury,1801.5,25080.0,144.26,100.0,782.38,11.52,6.59,1.0,
4799,2024-10,"Johannesburg, South Africa",2024-12-05,2024-12-14,6.0,3601.0,36-50,M,Friend/Family,MasterCard,UK,47.0,na,Afternoon,Standard,4259.18,8553.6,92.47,100.0,874.82,20.16,15.5,0.0,0.0
4800,2024-06,"New Delhi, India",2024-10-06,2024-10-11,4.0,3132.0,18-25,M,Friend/Family,Amex,South Korea,21.0,frequent,Morning,Standard,2481.47,3360.0,98.89,100.0,1129.09,15.33,5.51,0.0,
4801,2022-09,"Marrakech, Morocco",2023-02-25,2023-03-10,1.0,1683.0,51+,F,Friend/Family,Discover,UK,51.0,na,Morning,Standard,735.41,2106.0,113.08,100.0,981.34,11.79,6.89,2.0,
4802,2023-03,"Tokyo, Japan",2023-05-06,2023-05-14,6.0,598.0,26-35,M,,MasterCard,USA,28.0,na,Morning,Standard,3559.1,9792.0,,100.0,1069.68,16.99,9.38,0.0,
4803,2024-10,"Marrakech, Morocco",2024-12-04,2024-12-16,5.0,2122.0,26-35,M,Social Media,,USA,30.0,na,Afternoon,,2681.78,4050.0,103.21,100.0,1160.43,17.66,11.36,0.0,0.0
4804,2022-10,Bangkok;  Thailand,11/15/2022,2022-11-21,1.0,1719.0,51+,F,Other,,Portugal,,na,Afternoon,Budget,,525.0,65.18,18.89,807.07,9.44,6.31,2.0,1.0
4805,2024-09,"Reykjavik, Iceland",2024-11-25,2024-11-28,2.0,2720.0,18-25,M,Online Ad,MasterCard,South Korea,,na,Evening,Budget,1345.94,480.0,115.34,52.32,968.46,10.41,,1.0,0.0
4806,2022-01,"Paris, France",2022-03-13,2022-03-22,2.0,2099.0,18-25,M,Search Engine,Visa,Canada,25.0,Frequent,Evening,,683.16,4104.0,73.25,100.0,1095.78,7.72,2.8,1.0,0.0
4807,2023-11,"Bangkok, Thailand",2024-04-10,2024-04-15,4.0,3741.0,51+,M,Online Ad,Visa,Vietnam,63.0,na,Afternoon,Standard,1746.01,4200.0,93.3,100.0,769.54,12.83,,1.0,
4808,2025-05,"Marrakech, Morocco",2025-08-18,2025-08-23,3.0,2062.0,36-50,F,Other,Visa,Poland,50.0,na,Morning,Luxury,1867.82,6075.0,95.86,100.0,723.14,14.5,,1.0,0.0
4809,2025-12,"Cape Town, South Africa",2026-04-17,2026-04-29,,4016.0,,M,Search Engine,Visa,Japan,61.0,frequent,Morning,Standard,5117.79,16128.0,,100.0,667.61,27.76,,0.0,1.0
4810,2021-03,"New Delhi, India",2021-06-29,2021-07-13,1.0,4269.0,36-50,F,Search Engine,Visa,Iceland,38.0,na,Afternoon,Luxury,767.17,5880.0,,100.0,1145.65,11.87,4.56,1.0,0.0
4811,2023-06,"Paris, France",2023-09-02,2023-09-08,4.0,2827.0,36-50,F,Search Engine,MasterCard,Italy,38.0,na,Morning,Luxury,2025.08,13680.0,161.44,100.0,662.16,11.35,,0.0,0.0
4812,2025-07,"Tokyo, Japan",2025-08-08,2025-08-12,2.0,4243.0,51+,F,Other,Amex,Venezuela,54.0,vip,Morning,Luxury,1092.16,4080.0,122.84,100.0,,10.87,8.85,0.0,
4813,2023-01,"Buenos Aires, Argentina",2023-06-30,2023-07-07,6.0,189.0,26-35,F,Social Media,MasterCard,Canada,,Frequent Traveler,Afternoon,Budget,5146.45,2646.0,78.09,100.0,1301.71,21.6,,1.0,0.0
4814,2023-09,"Paris, France",2023-11-07,2023-11-21,1.0,824.0,18-25,Other,Friend/Family,MasterCard,USA,18.0,Frequent,,Budget,296.78,1330.0,92.27,45.36,885.29,6.75,1.57,,0.0
4815,2022-10,"Paris, France",2022-11-26,2022-11-30,6.0,1467.0,36-50,F,Friend/Family,Visa,France,39.0,na,Afternoon,Luxury,3539.97,13680.0,163.14,100.0,827.69,16.45,11.26,1.0,0.0
4816,2022-10,"Marrakech, Morocco",2023-01-04,2023-01-11,5.0,3640.0,18-25,M,,Amex,Japan,25.0,Frequent,Morning,Budget,3866.88,2362.5,37.64,100.0,1379.83,18.52,,0.0,0.0
4817,2024-02,"Bali, Indonesia",2024-06-29,2024-07-06,4.0,2595.0,18-25,F,Social Media,MasterCard,France,19.0,vip,Evening,Budget,1922.76,2100.0,77.12,100.0,1116.6,13.66,5.34,1.0,
4818,2025-08,"Marrakech, Morocco",2026-01-16,2026-01-21,1.0,392.0,36-50,M,Search Engine,Amex,Argentina,38.0,na,Afternoon,Standard,634.69,810.0,88.0,42.79,821.68,12.9,6.76,0.0,1.0
4819,2025-08,"Cairo, Egypt",2025-10-12,2025-10-24,2.0,915.0,26-35,M,Other,MasterCard,France,30.0,frequent,Evening,Standard,1395.17,3744.0,,100.0,1138.49,13.18,4.55,,1.0
4820,2024-04,"Bali, Indonesia",2024-06-25,2024-07-06,4.0,1689.0,36-50,M,Social Media,MasterCard,Japan,49.0,V.I.P.,Afternoon,Luxury,3275.3,19800.0,132.23,100.0,854.06,16.17,9.06,0.0,0.0
4821,2021-09,"Barcelona, Spain",2021-12-15,2021-12-21,3.0,860.0,36-50,M,Other,Discover,Portugal,43.0,frequent,Morning,,1707.03,3888.0,139.5,100.0,890.65,11.67,,0.0,
4822,2025-01,"Johannesburg, South Africa",2025-06-03,2025-06-15,6.0,3377.0,36-50,M,Online Ad,Visa,Vietnam,42.0,na,Afternoon,Standard,4181.35,11404.8,137.89,100.0,829.07,23.23,,0.0,0.0
4823,2025-10,"Lima, Peru",2025-11-01,2025-11-04,3.0,74.0,36-50,M,,MasterCard,Sweden,46.0,na,,Standard,1977.84,1404.0,142.99,100.0,800.53,15.6,15.28,1.0,
4824,2024-11,"Reykjavik, Iceland",2025-01-04,2025-01-10,2.0,4466.0,36-50,M,Friend/Family,Visa,South Korea,43.0,na,Evening,Standard,1625.14,2304.0,122.64,100.0,825.51,11.36,5.65,0.0,
4825,2025-06,"Bali, Indonesia",2025-09-21,2025-09-25,1.0,1819.0,51+,F,Online Ad,Amex,USA,57.0,frequent,Morning,,540.26,720.0,152.25,46.22,739.06,14.28,,1.0,
4826,2023-08,"Cape Town, South Africa",2023-10-11,2023-10-22,1.0,1339.0,36-50,F,Online Ad,MasterCard,China,45.0,na,Evening,Standard,572.04,1848.0,118.52,100.0,956.87,13.03,,0.0,
4827,2025-08,"Bangkok, Thailand",2025-11-27,2025-12-02,2.0,4126.0,26-35,F,Online Ad,Visa,Greece,30.0,frequent,Morning,Standard,,2100.0,116.36,100.0,820.63,8.63,2.49,1.0,1.0
4828,2023-03,"New Delhi, India",2023-06-03,2023-06-14,1.0,3617.0,,F,Other,Visa,Brazil,29.0,na,Afternoon,Budget,666.33,770.0,79.36,55.78,1240.4,10.41,4.68,3.0,
4829,2021-08,"Paris, France",2021-12-01,2021-12-06,4.0,1294.0,36-50,F,Social Media,Amex,Sweden,38.0,na,Afternoon,Budget,1881.51,1900.0,82.01,100.0,846.22,12.0,6.56,,0.0
4830,2021-10,"Bali, Indonesia",2022-01-06,2022-01-12,1.0,575.0,26-35,M,Social Media,MasterCard,Portugal,30.0,VIP,Evening,Standard,743.06,1080.0,67.22,56.63,1323.6,10.28,,0.0,
4831,2022-08,"Santiago, Chile",2022-11-25,2022-12-02,,590.0,36-50,F,,Visa,Panama,,na,Morning,Standard,2592.11,4300.8,136.11,100.0,1170.74,16.33,11.92,0.0,0.0
4832,2024-04,"Marrakech, Morocco",08/30/2024,2024-09-08,3.0,1432.0,,F,Social Media,MasterCard,Peru,65.0,Frequent Traveler,Afternoon,Budget,1990.45,1822.5,64.84,100.0,857.03,16.82,11.69,0.0,0.0
4833,2024-10,"Reykjavik, Iceland",2025-02-24,2025-03-07,5.0,2308.0,,M,Friend/Family,Amex,Switzerland,67.0,na,Morning,Luxury,3081.22,26400.0,147.01,100.0,766.16,16.7,,0.0,
4834,2023-09,"Bali, Indonesia",2024-01-31,2024-02-10,6.0,224.0,51+,M,Friend/Family,Discover,UK,66.0,na,Afternoon,Budget,4268.95,4500.0,74.7,100.0,798.24,20.67,,0.0,
4835,2023-04,"Lima, Peru",2023-06-25,2023-07-08,1.0,4216.0,18-25,F,Online Ad,Amex,Austria,25.0,na,Evening,Budget,765.4,845.0,149.47,70.31,1381.17,13.16,3.98,2.0,
4836,2025-06,"New Delhi, India",2025-10-22,2025-10-30,6.0,4431.0,36-50,F,Search Engine,Visa,Thailand,49.0,na,Morning,Standard,4174.5,8064.0,123.85,100.0,822.72,21.55,12.32,,1.0
4837,2022-06,"Marrakech, Morocco",2022-07-23,2022-08-03,5.0,169.0,26-35,F,Online Ad,Visa,South Korea,32.0,frequent,Morning,Standard,2866.8,8910.0,100.49,100.0,1325.16,15.98,8.27,0.0,0.0
4838,2023-01,"Bangkok, Thailand",2023-02-05,2023-02-13,3.0,1956.0,36-50,F,Online Ad,Visa,USA,37.0,Frequent Traveler,Evening,Luxury,1217.98,12600.0,125.46,100.0,831.49,10.01,,0.0,1.0
4839,2022-08,"Barcelona, Spain",2022-10-03,2022-10-07,3.0,359.0,36-50,M,Online Ad,MasterCard,China,44.0,na,,Budget,1873.39,1080.0,57.12,100.0,919.11,9.38,4.77,0.0,0.0
4840,2023-02,"Tokyo, Japan",2023-06-04,2023-06-07,2.0,3600.0,26-35,F,Search Engine,Discover,Spain,31.0,na,Morning,Standard,1119.1,1224.0,114.72,94.81,1086.39,9.36,3.39,0.0,0.0
4841,2024-04,"Bangkok, Thailand",2024-07-03,2024-07-16,4.0,,51+,M,Friend/Family,Visa,USA,65.0,na,Afternoon,,1899.45,4550.0,77.11,100.0,691.67,12.87,,2.0,1.0
4842,2021-01,"Bangkok, Thailand",2021-03-09,2021-03-20,3.0,144.0,18-25,M,Search Engine,Visa,Mexico,,Frequent Traveler,,Luxury,1569.78,17325.0,142.98,100.0,1266.59,9.87,4.56,0.0,0.0
4843,2022-03,"New Delhi, India",05/05/2022,2022-05-15,5.0,1392.0,26-35,F,Online Ad,MasterCard,China,27.0,na,Evening,Standard,3275.59,8400.0,144.8,100.0,,17.99,9.31,,
4844,2023-03,"Paris, France",2023-06-10,2023-06-23,3.0,,36-50,M,Friend/Family,MasterCard,Switzerland,40.0,na,Morning,Standard,1146.53,8892.0,91.48,100.0,,9.42,,0.0,0.0
4845,2023-03,"Rome, Italy",2023-06-28,2023-07-12,3.0,2214.0,18-25,M,Search Engine,MasterCard,Romania,23.0,na,Evening,Standard,1988.72,9324.0,,100.0,1016.75,10.27,,0.0,0.0
4846,2022-06,"Rome, Italy",08/02/2022,2022-08-12,3.0,1157.0,18-25,M,Social Media,Visa,Sweden,22.0,V.I.P.,Afternoon,Standard,1971.19,6660.0,121.85,100.0,1024.14,8.39,,1.0,2.0
4847,2023-04,"Cape Town, South Africa",2023-06-20,2023-06-30,1.0,1918.0,51+,M,,MasterCard,India,64.0,na,Evening,,550.43,4200.0,135.45,100.0,883.15,14.84,,0.0,
4848,2021-09,"Rome, Italy",2022-02-02,2022-02-05,2.0,1820.0,51+,F,Online Ad,MasterCard,Iceland,62.0,frequent,Afternoon,Budget,1364.0,555.0,81.76,100.0,784.9,9.3,5.33,0.0,0.0
4849,2025-05,"Tokyo, Japan",09/21/2025,2025-10-02,3.0,1963.0,36-50,M,Social Media,MasterCard,Germany,45.0,na,Evening,Budget,1512.88,2805.0,44.69,100.0,750.96,13.13,6.52,1.0,0.0
4850,2021-03,"Barcelona, Spain",2021-07-27,2021-08-06,4.0,2841.0,36-50,M,Friend/Family,MasterCard,France,38.0,na,Morning,Luxury,2176.8,21600.0,175.16,100.0,920.19,13.25,6.42,0.0,1.0
4851,2023-08,"Marrakech, Morocco",2024-01-04,2024-01-13,3.0,2212.0,18-25,F,,MasterCard,Mexico,,VIP,Evening,Standard,2275.58,4374.0,158.41,100.0,1276.97,13.04,6.9,,1.0
4852,2022-12,"Reykjavik, Iceland",01/09/2023,2023-01-16,,1284.0,36-50,F,Other,MasterCard,Cuba,46.0,na,Morning,Luxury,1625.2,6720.0,,,918.89,,6.94,0.0,1.0
4853,2021-04,"Johannesburg, South Africa",2021-05-16,2021-05-21,1.0,2317.0,36-50,M,Online Ad,MasterCard,Austria,39.0,frequent,Evening,Luxury,694.62,1980.0,114.2,100.0,1196.67,11.9,5.21,1.0,
4854,2024-07,"Cairo, Egypt",2024-10-20,2024-10-28,6.0,3132.0,18-25,M,Friend/Family,,South Korea,21.0,Frequent,Morning,Budget,3912.51,3120.0,80.31,100.0,1239.74,20.18,9.53,,
4855,2022-04,"Bali, Indonesia",2022-06-18,2022-06-29,3.0,4182.0,51+,F,Friend/Family,MasterCard,Ecuador,63.0,na,Afternoon,Standard,2145.21,5940.0,73.2,100.0,948.33,15.04,8.55,0.0,0.0
4856,2023-09,"Cape Town, South Africa",2024-02-17,2024-02-23,2.0,3914.0,51+,M,Social Media,MasterCard,Italy,68.0,na,Morning,Budget,1402.1,840.0,68.04,72.48,870.99,13.55,9.17,0.0,0.0
4857,2021-05,"Bangkok, Thailand",2021-06-08,2021-06-14,4.0,3505.0,36-50,M,Online Ad,Amex,China,44.0,na,Afternoon,Luxury,2357.05,12600.0,135.06,100.0,958.04,12.22,,,1.0
4858,2024-04,"Tokyo, Japan",2024-07-13,2024-07-19,3.0,1652.0,26-35,M,Social Media,MasterCard,Nigeria,31.0,na,Evening,Budget,1857.01,1530.0,78.39,100.0,1001.97,11.59,5.85,,
4859,2024-10,"Cape Town, South Africa",01/09/2025,2025-01-14,3.0,3734.0,51+,M,Friend/Family,Visa,Indonesia,56.0,frequent,Morning,Budget,1977.36,1050.0,72.77,100.0,800.59,15.21,10.3,2.0,0.0
